6,Dillon,Smith,none,182.88,170,data not available,data not available,0,0,0,0
13,Spencer,Hearns,none,180.34,185,data not available,data not available,1,0,0,1
14,Jenna,Castillo,none,157.48,125,data not available,data not available,1,0,0,1
15,Shingo,Kohara,none,167.64,135,data not available,data not available,1,0,0,1
16,Marcelo,Mello,none,170.18,170,data not available,Southpaw,1,0,0,1
17,Sione,Latu,none,182.88,215,data not available,data not available,1,0,0,1
18,Mark,Robinson,White Rhino,182.88,265,data not available,Orthodox,1,0,0,1
19,Rulon,Gardner,none,190.5,265,data not available,Orthodox,1,0,0,1
20,Greg,Hardy,none,195.58,265,"80.0""",Orthodox,1,0,0,1
42,Cesar,Gracie,none,177.8,181,data not available,Orthodox,0,1,0,1
43,Jason,Thacker,none,177.8,185,data not available,Orthodox,0,1,0,1
44,Wes,Albritton,none,177.8,188,data not available,Orthodox,0,1,0,1
45,Ron,van Clief,The Black Dragon,177.8,190,data not available,Orthodox,0,1,0,1
46,Asbel,Cancio,none,177.8,225,data not available,data not available,0,1,0,1
47,Donnie,Chappell,none,180.34,178,data not available,Southpaw,0,1,0,1
48,Eldo Xavier,Dias,none,180.34,180,data not available,data not available,0,1,0,1
49,Demetrius,Gioulacos,none,180.34,185,data not available,data not available,0,1,0,1
50,Ernie,Verdicia,none,180.34,199,data not available,Orthodox,0,1,0,1
51,Han Ten,Yun,none,180.34,220,data not available,data not available,0,1,0,1
52,Aaron,Trujillo,none,165.1,125,data not available,data not available,0,1,0,1
53,Kazuhisa,Watanabe,none,167.64,139,data not available,data not available,0,1,0,1
54,Lowell,Anderson,none,167.64,160,data not available,Orthodox,0,1,0,1
55,Aliev,Makhmud,none,167.64,195,data not available,Southpaw,0,1,0,1
56,Eldari,Kurtanidze,none,167.64,235,data not available,Orthodox,0,1,0,1
57,Andy,Anderson,The Hammer,167.64,240,data not available,data not available,0,1,0,1
58,Brooke,Mayo,The Bully,170.18,125,data not available,data not available,0,1,0,1
59,Jong Won,Kim,none,170.18,139,data not available,Orthodox,0,1,0,1
60,Yokthai,Sithoar,none,170.18,143,data not available,data not available,0,1,0,1
61,Scott,Shaffer,none,170.18,145,data not available,Orthodox,0,1,0,1
62,Xue Do,Won,none,170.18,165,data not available,data not available,0,1,0,1
63,Minoki,Ichihara,none,170.18,178,data not available,Orthodox,0,1,0,1
64,Greg,Stott,Ranger,170.18,220,data not available,Southpaw,0,1,0,1
65,Chris,Drumm,none,172.72,145,data not available,data not available,0,1,0,1
66,Raou,Raou,none,172.72,195,data not available,Orthodox,0,1,0,1
67,Alberta Cerra,Leon,none,172.72,238,data not available,data not available,0,1,0,1
68,Tatsuya,Iwasaki,none,175.26,205,data not available,Orthodox,0,1,0,1
69,Roland,Payne,none,175.26,205,data not available,Orthodox,0,1,0,1
70,Sergey,Ignatov,none,175.26,210,data not available,Orthodox,0,1,0,1
71,James,Toney,Lights Out,175.26,220,data not available,Orthodox,0,1,0,1
72,John,Campetella,none,175.26,235,data not available,Orthodox,0,1,0,1
73,Jason,Suttie,Nobunaga,182.88,210,data not available,Orthodox,0,1,0,1
74,Melton,Bowen,The Punisher,182.88,225,data not available,Orthodox,0,1,0,1
75,Chris,Condo,none,182.88,335,data not available,Orthodox,0,1,0,1
76,Teila,Tuli,none,182.88,430,data not available,Orthodox,0,1,0,1
77,Rubin,Williams,Mr. Hollywood,185.42,185,data not available,Orthodox,0,1,0,1
78,Art,Jimmerson,none,185.42,196,data not available,Orthodox,0,1,0,1
79,Lloyd,Van Dams,none,185.42,240,data not available,Southpaw,0,1,0,1
80,Thomas,Ramirez,none,185.42,410,data not available,Sideways,0,1,0,1
81,Nathan,Jones,none,210.82,345,data not available,Orthodox,0,1,0,1
82,Raymond,Daniels,none,187.96,185,data not available,Southpaw,0,1,0,1
83,Robert,Lucarelli,none,187.96,245,data not available,data not available,0,1,0,1
84,Francois,Botha,White Buffalo,187.96,260,data not available,Orthodox,0,1,0,1
85,Lee Kwan,Bum,none,187.96,286,data not available,Orthodox,0,1,0,1
86,Errol,Zimmerman,The Bonecrusher,190.5,185,data not available,Orthodox,0,1,0,1
87,Thaddeus,Luster,none,190.5,210,data not available,data not available,0,1,0,1
88,Dmitri,Stepanov,none,190.5,217,data not available,Orthodox,0,1,0,1
89,Kyle,Sturgeon,none,190.5,225,data not available,Switch,0,1,0,1
90,Ryan,Parker,none,190.5,235,data not available,Southpaw,0,1,0,1
91,Matt,Skelton,none,190.5,265,data not available,Orthodox,0,1,0,1
92,Julian,Sanchez,none,190.5,300,data not available,Orthodox,0,1,0,1
93,Yuri,Vaulin,none,193.04,197,data not available,Southpaw,0,1,0,1
94,Scott,Fiedler,none,193.04,235,data not available,Orthodox,0,1,0,1
95,Jose,Canseco,none,193.04,240,data not available,Orthodox,0,1,0,1
104,Mason,Fowler,none,180.34,170,data not available,data not available,2,0,0,2
105,Kerry,Vera,none,170.18,135,data not available,Orthodox,2,0,0,2
106,David,Blanco,none,170.18,145,data not available,data not available,2,0,0,2
107,Alex,Hunter,none,175.26,226,data not available,Orthodox,2,0,0,2
108,Herschel,Walker,none,185.42,215,data not available,Orthodox,2,0,0,2
109,Kennedy,Nzechukwu,African Savage,195.58,205,"82.0""",Southpaw,2,0,0,2
121,Paul,Herrera,The Bone Crusher,177.8,185,data not available,Orthodox,1,1,0,2
122,Dwayne,Cason,none,177.8,212,data not available,Orthodox,1,1,0,2
123,Michael,McDonald,The Black Sniper,180.34,205,data not available,Orthodox,1,1,0,2
124,Tai,Bowden,none,180.34,230,data not available,data not available,1,1,0,2
125,Eddie,Ruiz,none,170.18,155,data not available,Orthodox,1,1,0,2
126,Bertrand,Amoussou,none,172.72,190,data not available,Orthodox,1,1,0,2
127,Joao Paulo,Faria,none,175.26,155,data not available,data not available,1,1,0,2
128,Gilles,Arsene,none,175.26,190,data not available,Southpaw,1,1,0,2
129,Nick,Sanzo,none,175.26,190,data not available,data not available,1,1,0,2
130,Mark,Schultz,none,175.26,200,data not available,Orthodox,1,1,0,2
131,Katsuaki,Furuki,none,182.88,168,data not available,data not available,1,1,0,2
132,Fred,Ettish,none,182.88,180,data not available,Southpaw,1,1,0,2
133,Carlos,Zevallos,none,182.88,205,data not available,Orthodox,1,1,0,2
134,Scott,Baker,none,182.88,210,data not available,data not available,1,1,0,2
135,Igor,Borisov,none,182.88,235,data not available,Orthodox,1,1,0,2
136,Ian,Murphy,none,185.42,185,data not available,Orthodox,1,1,0,2
137,Mike,Jackson,The Truth,187.96,170,data not available,Orthodox,1,1,0,2
138,Ralph,Dillon,Rage,187.96,205,data not available,Orthodox,0,1,1,2
139,Brian,Schwartz,none,190.5,170,data not available,Orthodox,1,1,0,2
140,Mike,Polchlopek,Mike Barton,193.04,285,data not available,Orthodox,1,1,0,2
141,Jon,Hess,none,200.66,295,data not available,data not available,1,1,0,2
146,Israel,Delgado,none,177.8,155,data not available,data not available,0,2,0,2
147,Michiyoshi,Ohara,none,177.8,205,data not available,Orthodox,0,2,0,2
148,Yuki,Ishikawa,none,180.34,205,data not available,Orthodox,0,2,0,2
149,Steve,Judson,none,180.34,230,data not available,Orthodox,0,2,0,2
150,Charlene,Gellner,Princess,157.48,125,data not available,data not available,0,2,0,2
151,Dustin,Moore,none,162.56,125,data not available,data not available,0,2,0,2
152,Townsend,Saunders,none,165.1,170,data not available,Orthodox,0,2,0,2
153,Elisha,Helsper,Knuckles,167.64,135,data not available,Orthodox,0,2,0,2
154,Leiticia,Pestova,none,167.64,135,data not available,Orthodox,0,2,0,2
155,Rony,Sefo,none,175.26,225,data not available,Orthodox,0,2,0,2
156,Marko,Damiani,none,182.88,170,data not available,data not available,0,2,0,2
157,Sean,Daugherty,none,182.88,175,data not available,data not available,0,2,0,2
158,Rainy,Martinez,none,182.88,199,data not available,Orthodox,0,2,0,2
159,Dave,Martin,none,182.88,205,data not available,data not available,0,2,0,2
160,Yuji,Nagata,none,182.88,225,data not available,Orthodox,0,2,0,2
161,Yoshiaki,Yatsu,none,185.42,165,data not available,Orthodox,0,2,0,2
162,CM,Punk,CM Punk,185.42,170,"73.0""",Orthodox,0,2,0,2
163,Eddy,Millis,none,185.42,185,data not available,data not available,0,2,0,2
164,Branko,Cikatic,none,185.42,215,data not available,Orthodox,0,2,0,2
165,Jim,Mullen,none,185.42,215,data not available,Southpaw,0,2,0,2
166,Alexandre,Dantas,Cafe,187.96,238,data not available,Orthodox,0,2,0,2
167,Larry,Cureton,none,187.96,240,data not available,Orthodox,0,2,0,2
169,Christian,Uflacker,none,180.34,170,data not available,data not available,3,0,0,3
170,Rhadi,Ferguson,none,170.18,205,data not available,data not available,3,0,0,3
171,Steve,Hadsel,none,172.72,170,data not available,data not available,3,0,0,3
172,Brandon,Hester,The Beast,185.42,205,data not available,data not available,3,0,0,3
173,Tebaris,Gordon,Boom,185.42,235,data not available,data not available,3,0,0,3
174,Juan,Adams,The Kraken,195.58,265,"81.0""",Orthodox,3,0,0,3
186,Fabian,Gonzalez,none,177.8,135,data not available,data not available,2,1,0,3
187,Nick,Gibbons,none,177.8,155,data not available,data not available,2,1,0,3
188,Scott,Morris,none,177.8,210,data not available,Orthodox,2,1,0,3
189,Onassis,Parungao,none,180.34,200,data not available,data not available,2,1,0,3
190,Reza,Nasri,none,180.34,205,data not available,Orthodox,2,1,0,3
191,Tiffany,Masters,Rainbow Renegade,160.02,115,"65.0""",Orthodox,2,1,0,3
192,Iony,Razafiarison,none,160.02,145,data not available,data not available,2,1,0,3
193,Miles,McDonald,none,170.18,115,data not available,data not available,2,1,0,3
194,Todd,Lally,none,170.18,145,data not available,Orthodox,2,1,0,3
195,Ray,Routh,none,172.72,185,data not available,Orthodox,2,1,0,3
196,Kelly,Velasco,Killer,175.26,135,data not available,Orthodox,2,1,0,3
197,Jesse,Jones,none,175.26,170,data not available,data not available,2,1,0,3
198,David,Avellan,none,175.26,185,data not available,Orthodox,2,1,0,3
199,Chel,Erwin-Davis,The First Sun,182.88,170,data not available,data not available,2,1,0,3
200,Johnny,Rhodes,none,182.88,210,data not available,Orthodox,2,1,0,3
201,Steve,Nelmark,The Sandman,182.88,240,data not available,Orthodox,2,1,0,3
202,Ray,Sefo,Sugarfoot,182.88,240,data not available,Orthodox,2,1,0,3
203,Peggy,Morgan,The Daywalker,185.42,135,"70.0""",data not available,2,1,0,3
204,Steven,Graham,none,185.42,290,data not available,Orthodox,2,1,0,3
205,Cory,Peterson,LA Giant,210.82,400,data not available,Orthodox,2,1,0,3
206,Karl,Reed,No Worries,190.5,205,"78.0""",Orthodox,2,1,0,3
207,Sean,Gannon,The Cannon,190.5,265,data not available,Southpaw,2,1,0,3
219,Tyra,Parker,none,165.1,115,data not available,Orthodox,1,2,0,3
220,Stephanie,Webber,none,167.64,135,data not available,data not available,1,2,0,3
221,AJ,Siscoe,Let's Go,170.18,135,data not available,data not available,1,2,0,3
222,Masanori,Tonooka,none,172.72,185,data not available,Orthodox,1,2,0,3
223,Valeri,Ignatov,none,175.26,170,data not available,Orthodox,1,2,0,3
224,Andy,Waters,none,182.88,170,data not available,data not available,1,2,0,3
225,Jules,Bruchez,none,182.88,205,data not available,Southpaw,1,2,0,3
226,Gokhan,Saki,The Rebel,182.88,205,"73.0""",Orthodox,1,2,0,3
227,Mike,Bencic,Batman,182.88,215,data not available,Orthodox,1,2,0,3
228,Gary,Frazier,none,182.88,245,data not available,Orthodox,1,2,0,3
229,Houston,Dorr,none,185.42,210,data not available,Orthodox,1,2,0,3
230,Bill,Duvall,none,187.96,185,data not available,Southpaw,1,2,0,3
231,Clay,Mitchell,none,187.96,185,data not available,data not available,1,2,0,3
232,Tae Hyun,Lee,none,198.12,295,data not available,Orthodox,1,2,0,3
233,Koji,Kitao,none,200.66,350,data not available,Southpaw,1,2,0,3
234,Mitsuharu,Kitao,none,200.66,390,data not available,data not available,1,2,0,3
235,Emmanuel,Yarborough,none,203.2,770,data not available,Open Stance,1,2,0,3
240,Rudyard,Moncayo,none,177.8,195,data not available,Orthodox,0,3,0,3
241,Jack,Morrison,none,180.34,205,data not available,data not available,0,3,0,3
242,Javi,Alanis,none,167.64,135,data not available,data not available,0,3,0,3
243,Lina,Kvokov,none,175.26,135,data not available,Orthodox,0,3,0,3
244,Craig,Oxley,none,175.26,155,data not available,data not available,0,3,0,3
245,Dieusel,Berto,none,175.26,200,data not available,data not available,0,3,0,3
246,Jin Oh,Kim,none,175.26,205,data not available,Orthodox,0,3,0,3
247,Ken,Kaneko,none,182.88,161,data not available,Orthodox,0,3,0,3
248,Tsuyoshi,Tamakairiki,none,182.88,220,data not available,Orthodox,0,3,0,3
249,Courtney,Turner,none,187.96,170,data not available,data not available,0,3,0,3
250,Stefan,Leko,Blitz,187.96,215,data not available,Orthodox,0,3,0,3
251,Tom,Tuggle,The Law,187.96,250,data not available,Orthodox,0,3,0,3
254,Ben,Holscher,The Teacher,180.34,155,data not available,data not available,4,0,0,4
255,Austin,Vanderford,AK-47,180.34,170,"74.0""",Orthodox,4,0,0,4
256,Maycee,Barber,The Future,165.1,115,"65.0""",Switch,4,0,0,4
257,Kyler,Phillips,The Matrix,172.72,135,data not available,Orthodox,4,0,0,4
258,Alexander,Munoz,none,175.26,155,data not available,Switch,4,0,0,4
259,Canaan,Kawaihae,none,182.88,145,data not available,Southpaw,4,0,0,4
260,Mitchell,Sipe,The Sniper,187.96,245,data not available,Orthodox,4,0,0,4
267,Dominic,Clark,none,177.8,155,data not available,data not available,3,1,0,4
268,Jeri,Sitzes,none,165.1,125,data not available,data not available,3,1,0,4
269,Paul,Creighton,none,167.64,155,data not available,Southpaw,3,1,0,4
270,Veta,Arteaga,none,170.18,125,data not available,data not available,3,1,0,4
271,Julia,Budd,none,170.18,145,"67.0""",data not available,3,1,0,4
272,Andre,Pederneiras,none,172.72,155,data not available,Orthodox,1,1,2,4
273,Johnny,Sampaio,none,172.72,170,data not available,Orthodox,3,1,0,4
274,Jacob,Kilburn,The Killer,175.26,145,data not available,data not available,3,1,0,4
275,Dan,Barrera,The Fireman,175.26,170,data not available,Orthodox,3,1,0,4
276,George,Zuniga,none,175.26,185,data not available,data not available,3,1,0,4
277,Andy,Ologun,none,182.88,154,data not available,Orthodox,3,1,0,4
278,Dashawn,Boatwright,"Buck, the 400-pound Silverback",182.88,205,data not available,Orthodox,3,1,0,4
279,Bryce,Mejia,none,185.42,170,data not available,data not available,3,1,0,4
280,Chris,Mierzwiak,none,185.42,185,data not available,data not available,3,1,0,4
281,Ewerton,Teixeira,none,185.42,242,data not available,data not available,3,1,0,4
282,Adam,Meredith,none,187.96,170,data not available,data not available,3,1,0,4
283,Ralek,Gracie,none,187.96,210,data not available,Orthodox,3,1,0,4
284,Casey,Huffman,Hellbent,190.5,185,data not available,data not available,3,1,0,4
285,Elias,Urbina,none,190.5,185,"77.0""",Southpaw,3,1,0,4
286,Cory,Hendricks,none,190.5,205,data not available,data not available,3,1,0,4
287,Hu,Yaozong,Bad Boy,190.5,242,"72.0""",Orthodox,3,1,0,4
288,Scott,Graham,none,193.04,185,data not available,Orthodox,3,1,0,4
